SlNo,Drug_Name,Reason,Description,Company_Name,NSE_Symbol,Rating,Industry
15498,Infen OD Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15499,Infen P Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15500,Infen P Spas Tablet 10'S,Pain,post-operative pains,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15501,Infla Btr Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15502,INFLA MR Tablet 10's,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15503,Inflab TR Plus Tablet 10'SInflab TR 96mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15504,Inflachek D Tablet 10'SInflachek Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15505,Inflacure P Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15506,Inflacure PT Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15507,Inflacure T Gel 30gm,Pain,disorders and soft tissue disorders (sprains and strains),Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15508,Infladase 10mg Tablet 10'S,Pain,post-operative pains,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15509,Inflagin Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15510,Inflagin C Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15511,Inflago Tablet 10'SInflago DS Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15512,Inflapen Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15513,Inflaryl AD Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15514,Inflatrol 100mg Tablet 10'SInflatrol D Tablet 10'SInflatrol 200mg Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15515,Inflawin 75mg Injection 3ml,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15516,Inflazen Forte Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15517,Instaflex D Capsule 10'SInstaflex Gel 30gm,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15518,Instaflex AR Capsule 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15519,Instaflex AT Tablet 10'S,Pain,post-operative pains,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15520,Instaflex D Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15521,Instanim 100mg Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15522,Instanim HF Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15523,Instrel Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15524,Intacoxia 60mg Tablet 10'SIntacoxia 90mg Tablet 10'SIntacoxia 120mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15525,Intacoxia MR Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15526,Intacoxia P Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15527,Intaflam Suspension 60ml,Pain,post-operative pains,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15528,Intagesic 75mg Injection 1mlIntagesic Tablet 10'SIntagesic Spray 55gm,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15529,Intagesic Plus Gel 30gm,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15530,Intagesic SP Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15531,Intagin 50/325mg Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15532,Intap 75mg Tablet 10'SIntap 100mg Tablet 10'SIntap 50mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15533,Intaspas Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15534,IPECEE Tablet 6's,Pain,disorders and soft tissue disorders (sprains and strains),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15535,Isiko Plus Tablet 10'S,Pain,post-operative pains,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15536,Jacmod Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15537,Jaiho Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15538,Jetex DT 200mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15539,JETFLAM Tablet 10's,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15540,JETFLAM AS Tablet 10's,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15541,Jointace + Gel(Topical) 50gm,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15542,Jonac Gel 30gmJonac 12.5mg Suppository 5'SJonac 50mg Tablet 10'SJonac Injection 3mlJonac 100mg Suppository 5'S,Pain,disorders and soft tissue disorders (sprains and strains),Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15543,Jonac Adult 100mg Suppository 5'S,Pain,post-operative pains,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15544,Jonac AQ Injection 10X1Ml,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15545,Jonac Plus Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15546,Joydol Spray 50gm,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15547,Jubiflam Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15548,Jubiflam Forte Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15549,Jubiflam Plus Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15550,Jumbo 100/500mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15551,Jusgo Spray 35gmJusgo Tablet 10'SJusgo Gel 30gmJusgo Spray 75gm,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15552,Jusgo Pan Capsule 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15553,Justin 25mg Suppository 5'SJustin 25mg Injection 1mlJustin 12.5mg Suppository 5'SJustin 25mg Tablet 5'SJustin Injection 3mlJustin 100mg Suppository 5'S,Pain,post-operative pains,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15554,Justin AQ Injection 1ml,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15555,JYPSY Tablet 10's,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15556,K Trip Forte Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15557,K Trip Plus Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15558,Kamadol P Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15559,Katadol Capsule 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15560,KAZIFLUR Eye Drops 5ml,Pain,disorders and soft tissue disorders (sprains and strains),Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15561,KAZOLID MD 100mg Tablet 10's,Pain,post-operative pains,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15562,KAZOLID P Tablet 10's,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15563,Kedac SP Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15564,Kedac CP Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15565,Kedac P Syrup 60ml,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15566,Kelac 15mg Injection 1mlKelac 10mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15567,KET 10mg Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15568,KET DT 10mg Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15569,Ketanov Injection 1mlKetanov Tablet 10'S,Pain,post-operative pains,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15570,KETANOV DT 10mg Tablet 10's,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15571,Ketodrops LS Eye Drops 5ml,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15572,Ketof Dt 10Mg Tablet 10's,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15573,Ketoflam SR Tablet 10'SKetoflam P Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15574,Ketoford DT 10mg Tablet 10'S,Pain,post-operative pains,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15575,Ketopatch 30mg Patch 1'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15576,Ketoplast 70Cm Patch,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15577,Ketoprofen 100mg Injection 5ml,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15578,Ketorol Tablet 10'SKetorol Injection 1mlKetorol 10mg Tablet 10'SKetorol Gel 30gm,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15579,Ketorol DT 10mg Tablet 15'SKetorol DT 10mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15580,Ketotram 10/25mg Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15581,Ketriplin C Cream 20gm,Pain,disorders and soft tissue disorders (sprains and strains),Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15582,KETZY 10mg Tablet 10's,Pain,post-operative pains,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15583,KIND PLUS Tablet 10's,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15584,Kindac P Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15585,Kindac RB 200/20mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15586,Kindac SP Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15587,Kindac SR 200mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15588,Kindac TH Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15589,Kinectine P Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15590,Kinectine TH Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15591,Kinedol EF Tablet 4'SKINEDOL EF Effervescent Tablet 15'sKinedol EF Tablet 14'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15592,Kineflex One 48mg Injection 6ml,Pain,disorders and soft tissue disorders (sprains and strains),Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15593,Kineto Forte Tablet 10'SKineto DP Capsule 10'S,Pain,post-operative pains,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15594,Kineto D Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15595,Kineto DP Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15596,Kinetozyme Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15597,Kinetozyme D Tablet 10'S,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15598,KINGCOX 120mg Tablet 10'sKINGCOX 60mg Tablet 10'sKINGCOX 90mg Tablet 10's,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15599,Klacee Plus Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15600,Klacee SR Plus Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15601,KLS Eye Drops 5ml,Pain,post-operative pains,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15602,KMR Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15603,KNEESAFE Gel 30gm,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15604,Kolq Plus Suspension 60ml,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15605,Koolpara Suspension 60ml,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15606,Kretos 90mg Tablet 10'SKretos 120mg Tablet 10'SKretos 60mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15607,Kymovil Plus Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15608,Ladex P Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15609,Lanagesic 4mg Tablet 10'SLanagesic 8mg Tablet 10'SLanagesic 8mg Injection 2ml,Pain,post-operative pains,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15610,Lanol 120mg Syrup 30mlLanol 250mg Suspension 60mlLanol Syrup 60ml,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15611,Leemol DC Syrup 60ml,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
15612,Leemol DM Syrup 60ml,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
15613,Leemol Spas Suspension 60ml,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
15614,Lekace 100mg Tablet 10'S,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
15615,Lekace P Tablet 10'S,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
15616,Lekace Serra Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
15617,Letzmove ER 150mg Tablet 10'S,Pain,post-operative pains,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
15618,Letzmove SR 125mg Tablet 10'S,Pain,"reduces the intensity of pain and inflammation at the time of use, does not affect the progression of the disease",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
15619,Lexicam 8/325mg Tablet 10'S,Pain,"ÿinjuries (soft tissue contusion, inflammation of soft tissues, including those of post-traumatic origin, damage to the ligaments, bursitis, tendonitis, epicondylitis, synovitis)",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
15620,Lexicam Plus 8/500mg Tablet 10'S,Pain,"muscles (myalgia) and joints (arthralgia), neuralgia, radiculitis, rheumatic diseases",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
15621,Lezdes 4Mg Tablet 10'sLezdes 8Mg Tablet 10's,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
15622,Lezdes P Tablet 10's,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
15623,LG Hyal 2000mg Injection 0.85ml,Pain,"used to relieve abdominal pain, spasmodic dysmenorrhea, symptomatic relief of intestinal, biliary and uretericÿcolics",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
15624,Lignocaine Cream 30gm,Pain,"ÿused to treat Sprain, Backache, Muscular pain, Soft tissue injuries and Musculoskeletal disorders",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
15625,LIOFEN Syrup 100ml,Pain,"ÿfever, operative pain, dental pain, musculoskeletal and joint disorders",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
15626,Lobak Tablet 10'S,Pain,disorders and soft tissue disorders (sprains and strains),Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
15627,Lockdol Tablet 10'S,Pain,post-operative pains,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
